Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/crottin/,Made from pasteurized goat's milk,United States,"California, Vermont","soft, semi-soft, artisan",creamy,natural,cream,"nutty, tangy","fresh, lactic, pleasant","Andante Dairy , Redwood Hill Farm & Creamery, Vermont Creamery",,,,,,
/forest-rebel/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and open",natural,yellow,woody,Sulzberger Käserebellen Sennerei GmbH,Holzerrebell,,,,,
/pecorino-camomilla/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan","creamy, smooth and soft",natural,white,"creamy, smooth","aromatic, floral",,,,,,
/harvest/,Made from pasteurized goat's milk,Australia,South Australia,"semi-hard, artisan, smear-ripened",45%,"crumbly, soft and supple",washed,"herbaceous, sweet","clean, herbal",yes,Woodside Cheese Wrights,,,,,
/paesanella-dry-ricotta/,Made from cow's milk,Australia,"soft, whey",firm,white,"creamy, mild, salty","mild, sweet",Paesanella Cheese Manufacturers,,,,,,,,
/red-hawk/,Made from pasteurized cow's milk,United States,California,Brie,"soft, brined",creamy,washed,pale yellow,meaty,rich,yes,Cowgirl Creamery,,,,
/pecorino-al-pepe/,Made from unpasteurized sheep's milk,Italy,Tuscany,Pecorino,"semi-soft, artisan",compact and crumbly,natural,cream,"sharp, spicy, strong","pleasant, strong",Caseificio Pinzani Srl,,,,,
/salsa-asiago/,Made from pasteurized cow's milk,United States,Wisconsin,"hard, artisan","compact, firm, open and smooth",natural,pale yellow,"creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",yes,Sartori,,,,,
/mossfield-organic/,Made from pasteurized cow's milk,Ireland,Co. Offaly,Cheddar,"hard, semi-hard, artisan","crumbly, dry and flaky",natural,brownish yellow,"nutty, tangy","fresh, lactic, mild",yes,Mossfield Organic Farm,,,,
/i-rugoso/,Made from unpasteurized sheep's milk,Italy,Tuscany,Pecorino,"hard, artisan",compact and crumbly,natural,straw,"creamy, full-flavored","aromatic, rich",Caseificio Pinzani Srl,,,,,
/maffra-wensleydale/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria","hard, artisan",crumbly,natural,pale yellow,"creamy, lemony",Maffra Cheese Company Pty Ltd,,,,,,,
/montchevre-goat-cheese-log/,Made from goat's milk,United States,"semi-soft, artisan",smooth,rindless,white,"creamy, tangy","fresh, rich",Montchevre Cheese Company,"Montchevre fresh goat cheese, Fresh Chevré (Montchevré), Montchevre fresh goat cheese log",,,,,,
/maffra-peppercorn-cheddar/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"semi-hard, artisan",creamy and firm,natural,yellow,"creamy, spicy",spicy,Maffra Cheese Company Pty Ltd,,,,,
/pecorino-ortica/,Made from unpasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan","compact, smooth and soft",leaf wrapped,straw,"herbaceous, piquant, savory, sharp","aromatic, strong",Romaniae Terrae,Pecorino Ortica a latte Crudo,,,,
/pecorino-a-latte-crudo/,Made from unpasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",compact and crumbly,natural,straw,"piquant, savory, sharp, smooth",strong,Romaniae Terrae,,,,,
/monteo/,Made from pasteurized cow's milk,Italy,Veneto,"semi-firm, artisan",creamy and open,natural,pale yellow,"buttery, milky, smooth","fresh, milky",no,La Casearia Carpenedo S.r.l.,,,,,
/woodside-chevre/,Made from pasteurized goat's milk,Australia,South Australia,"fresh soft, artisan",45%,soft,white,"lemony, mild",mild,yes,Woodside Cheese Wrights,,,,,
/picolo/,Made from pasteurized cow's milk,United States,California,"soft, artisan",soft-ripened,bloomy,pale yellow,"mushroomy, nutty, sweet",sweet,Andante Dairy,,,,,,
/castle-blue/,Made from pasteurized cow's milk,Canada,British Columbia,Brie,"semi-soft, blue-veined, soft-ripened",buttery and creamy,natural,cream,"creamy, piquant, sweet","earthy, rich",no,The Farm House Natural Cheeses,,,,
/takelma/,Made from unpasteurized goat's milk,United States,Oregon,"semi-soft, artisan",creamy and firm,washed,cream,"buttery, nutty",milky,Pholia Farm,,,,,,
/laclare-farms-chandoka/,Made from pasteurized cow's and goat's milk,United States,Cheddar,"semi-firm, artisan",creamy,ivory,"fruity, tangy",fruity,yes,LaClare Farms,,,,,,
/aphrodite-haloumi/,Made from pasteurized goat's milk,Cyprus,"semi-soft, artisan",soft,rindless,white,"lemony, tangy",strong,Aphrodite Artisan Goat Milk Halloumi,,,,,,,
/vesuvius/,Made from goat's milk,Australia,South Australia,"semi-soft, artisan, soft-ripened",40%,"creamy, firm, soft and soft-ripened",ash coated,white,"acidic, creamy, mild, milky","lactic, mild",yes,Woodside Cheese Wrights,,,,
/pepper-rebel/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy,natural,yellow,"creamy, spicy","grassy, spicy, sweet",Sulzberger Käserebellen Sennerei GmbH,Pfefferrebell,,,,
/pecorino-all-canapa/,Made from pasteurized or unpasteurized sheep's milk,Italy,Emilia Romagna,Pecorino,"semi-soft, artisan",smooth,leaf wrapped,white,"herbaceous, smooth","aromatic, herbal",Pecorino Canapa,,,,,
/mountain-rebel/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,compact and creamy,natural,yellow,"creamy, fruity","aromatic, spicy",Sulzberger Käserebellen Sennerei GmbH,Bergrebell,,,,
/peppercorn-gouda/,Made from unpasteurized cow's milk,United States,Utah,Gouda,"semi-hard, artisan","compact, crumbly and dense",natural,yellow,"mild, nutty, sharp, spicy",Rockhill Creamery,,,,,,
/rubi/,Made from goat's milk,Australia,South Australia,"semi-soft, artisan, soft-ripened",40%,"creamy, firm, soft and soft-ripened",bloomy,white,"acidic, creamy, mild, milky","lactic, mild",yes,Woodside Cheese Wrights,,,,
/etzy-ketzy/,Made from pasteurized cow's and goat's milk,Australia,South Australia,"semi-firm, artisan",25%,"creamy, firm, smooth and soft",washed,pale yellow,"creamy, full-flavored, herbaceous, smooth","clean, herbal",yes,Woodside Cheese Wrights,,,,
/pecorino-querciaiolo/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,semi-soft,smooth,natural,white,"smooth, subtle",strong,Romaniae Terrae,,,,,
/largo/,Made from pasteurized cow's milk,United States,California,"soft, artisan",creamy and smooth,bloomy,pale yellow,"mushroomy, nutty, sweet","pleasant, sweet",Andante Dairy,,,,,,
/bleu-benedictin/,Made from pasteurized cow's milk,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly and firm",natural,pale yellow,"creamy, salty, woody","mushroom, pleasant",no,Fromagerie de l'Abbaye Saint-Benoît,,,,
/desert-red-feta/,Made from unpasteurized cow's milk,United States,Utah,Feta,"firm, brined","creamy, crumbly and grainy",natural,white,"full-flavored, salty, tart",strong,Rockhill Creamery,,,,,
/st-tola-log/,Made from pasteurized or unpasteurized goat's milk,Ireland,"Inagh, Co Clare","fresh soft, soft, artisan","compact, creamy, firm, grainy and smooth",mold ripened,white,"creamy, full-flavored, sweet","floral, fresh, rich",no,Inagh Farmhouse Cheese Ltd,"St Tola Log Mature, St Tola Log Fresh, St Tola Original",,,,
/green-dirt-farm-fresh-plain/,Made from pasteurized sheep's milk,United States,Missouri,fresh soft,creamy and spreadable,rindless,white,"creamy, tangy","clean, grassy",Green Dirt Farm,,,,,,
/konig-ludwig-beercheese/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy,natural,yellow,"full-flavored, smooth",aromatic,Sulzberger Käserebellen Sennerei GmbH,König Ludwig Bierkäse,,,,
/maffra-sage-derby/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"semi-hard, artisan",firm and smooth,pale yellow,"creamy, herbaceous, smooth","herbal, sweet",yes,Maffra Cheese Company Pty Ltd,,,,,
/pastoral/,Made from pasteurized goat's milk,United States,California,soft,smooth,white,"creamy, herbaceous","fresh, goaty",Andante Dairy,,,,,,,
/saltbush_chevre/,Made from pasteurized goat's milk,Australia,South Australia,"fresh firm, artisan",45%,creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",yes,Woodside Cheese Wrights,,,,
/gran-bu/,Made from unpasteurized water buffalo's milk,Italy,Lombardy,"hard, artisan","crumbly, firm and open",natural,straw,"milky, sweet","buttery, fresh",Quattro Portoni,Granbu,,,,,
/green-dirt-farm-fresh-rosemary/,Made from pasteurized sheep's milk,United States,Missouri,fresh soft,creamy and spreadable,rindless,white,"subtle, tangy","aromatic, clean",Green Dirt Farm,,,,,,
/pecorino-boccondilatte/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",crumbly,natural,white,"subtle, sweet",pronounced,Romaniae Terrae,,,,,
/bothwell-black-truffle-cheddar/,Made from pasteurized cow's milk,Canada,Manitoba,Cheddar,semi-hard,firm,rindless,pale yellow,"earthy, fruity","buttery, rich",Bothwell Cheese Inc.,,,,,
/moringhello/,Made from pasteurized water buffalo's milk,Italy,Lombardy,"semi-soft, artisan",chalky and crumbly,natural,white,smooth,"pleasant, subtle",no,Quattro Portoni,Moringhello di Bufala,,,,
/yarra-valley-cardi/,Made from goat's milk,Australia,"Yarra Valley, Victoria",Cottage,soft,22.5 g/100g,creamy,rindless,white,"creamy, smokey","fresh, smokey",yes,Yarra Valley Dairy,,,
/st-jude/,Made from unpasteurized cow's milk,"England, Great Britain and United Kingdom","Bungay, Suffolk, England",Brie,"soft, artisan, soft-ripened","creamy, fluffy, runny and soft",mold ripened,cream,savory,"buttery, rich",no,,,,,
/five-counties/,Made from cow's milk,England,Somerset,semi-firm,smooth,"buttery, mild, salty",mild,"Five Territories, Five Shires, Saxonshire",,,,,,,,
/pecorino-barba-del-passatore/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan","buttery, smooth and soft",natural,white,"buttery, smooth","pronounced, strong",Romaniae Terrae,,,,,
/camembert-des-camarades/,Made from pasteurized cow's milk,Canada,Quebec,Camembert,"soft, soft-ripened",30%,"creamy, soft and soft-ripened",bloomy,ivory,"buttery, nutty, subtle, sweet","aromatic, fresh",La Maison Alexis de Portneuf Inc.,,,,
/st-tola-crottin/,Made from pasteurized or unpasteurized goat's milk,Ireland,"Inagh, Co Clare","fresh soft, artisan",13.5 g/100g,smooth and soft,rindless,white,"lemony, sweet","floral, fresh",no,Inagh Farmhouse Cheese Ltd,,,,
/pecorino-papavero/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"hard, artisan",crumbly and flaky,natural,straw,"floral, herbaceous, smooth","aromatic, floral, herbal",Romaniae Terrae,,,,,
/mountain-herbs-rebel/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy and smooth,natural,pale yellow,"creamy, nutty, spicy","aromatic, grassy, sweet",Sulzberger Käserebellen Sennerei GmbH,Bergkräuterrebell,,,,
/tapas/,Made from pasteurized goat's milk,Australia,South Australia,"fresh soft, artisan",45%,creamy and soft,rindless,white,"creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",yes,Woodside Cheese Wrights,,,,
/st-tola-ash-log/,Made from pasteurized or unpasteurized goat's milk,Ireland,"Inagh, Co Clare","soft, artisan",18.2 g/100g,smooth,ash coated,white,full-flavored,no,Inagh Farmhouse Cheese Ltd,,,,,
/paesanella-cherry-bocconcin/,Made from pasteurized cow's milk,Australia,Mozzarella,semi-soft,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",yes,Paesanella Cheese Manufacturers,Cherry Bocconcini,,,,
/organic-carrot/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy,natural,orange,"creamy, milky, sweet","aromatic, fresh, lactic, sweet",Sulzberger Käserebellen Sennerei GmbH,Bio-Rüblikäse,Organic Carrot Cheese,,,
/maffra-cheshire/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria","hard, artisan",crumbly,natural,pale yellow,"mellow, salty, sharp, tart",yes,Maffra Cheese Company Pty Ltd,,,,,,
/sartori-limited-edition-cannella-bellavitano/,Made from pasteurized cow's milk,United States,Wisconsin,hard,creamy,pale yellow,"buttery, fruity, mild, sweet","fresh, rich",yes,Sartori,,,,,,
/pecorino-gran-riserva-del-passatore/,Made from sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",smooth,natural,white,"smooth, sweet","fresh, milky, pleasant",Romaniae Terrae,,,,,
/pecorino-gelsomino/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"hard, artisan",crumbly and flaky,natural,ivory,"creamy, milky","aromatic, floral",Romaniae Terrae,,,,,
/brie-de-portneuf-double-cream/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened","buttery, creamy and supple",bloomy,cream,creamy,nutty,La Maison Alexis de Portneuf Inc.,,,,,
/country-morning/,Made from pasteurized cow's milk,Canada,British Columbia,Cheddar,"hard, artisan",creamy and crumbly,natural,pale yellow,"nutty, sharp",strong,no,The Farm House Natural Cheeses,,,,
/organic-walnut/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and smooth",natural,yellow,"nutty, sweet",mild,Sulzberger Käserebellen Sennerei GmbH,Bio-Walnusskäse,,,,
/organic-mango/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and smooth",natural,golden orange,"fruity, sweet","fresh, fruity",Sulzberger Käserebellen Sennerei GmbH,Bio-Mangokäse,,,,
/carr-valley-glacier-wildfire-blue/,Made from cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly and soft",rindless,ivory,creamy,clean,Carr Valley Cheese Company,,,,,
/la-couronne-fort-aged-comte/,Made from unpasteurized cow's milk,France and Switzerland,Franche Comté,semi-hard,dense,pale yellow,"caramel, nutty, sweet",rich,Cheese Slices,,,,,,,
/big-johns-cajun/,Made from pasteurized cow's milk,United States,Utah,"hard, artisan",creamy and smooth,natural,pale yellow,"smooth, spicy","rich, spicy",yes,Beehive Cheese Company,,,,,
/sartori-reserve-cheese-mediterranean-fontina/,Made from pasteurized cow's milk,United States,Wisconsin,"semi-soft, artisan",creamy,natural,cream,"garlicky, piquant, spicy, sweet","earthy, herbal",yes,Sartori,,,,,
/pleasant-creek/,Made from goat's milk,United States,Oregon,Swiss Cheese,hard,open and smooth,natural,yellow,"buttery, mild, nutty","fruity, grassy",yes,Pholia Farm,,,,
/boivin-extra-aged-cheddar/,Made from pasteurized cow's milk,Canada,Quebec,Cheddar,hard,firm and smooth,rindless,straw,"acidic, buttery",La Fromagerie Boivin,,,,,,
/rondo/,Made from pasteurized cow's and goat's milk,United States,California,"soft, soft-ripened",creamy,natural,cream,"herbaceous, tart",pleasant,Andante Dairy,,,,,,
/mclaren/,Made from pasteurized cow's milk,Australia,South Australia,Camembert,"soft, artisan, soft-ripened",35%,"chalky, creamy, soft and soft-ripened",bloomy,pale yellow,"creamy, mushroomy, smooth","mushroom, rich, strong",yes,Woodside Cheese Wrights,,,
/maffra-red-leicester/,Made from pasteurized cow's milk,Australia,"Gippsland, Victoria","hard, artisan","buttery, creamy, dense and smooth",brownish yellow,"creamy, mellow, smooth",yes,Maffra Cheese Company Pty Ltd,,,,,,,
/van-gogh-edam/,Made from pasteurized cow's milk,United States,Wisconsin,semi-hard,creamy,natural,pale yellow,"creamy, mild, salty, sweet",Emmi Roth USA,,,,,,,
/organic-creamy-emmenthal/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy,natural,yellow,"creamy, mild, nutty","fresh, mild",Sulzberger Käserebellen Sennerei GmbH,Bio-Rahmemmentaler,,,,
/pecorino-dei-monaci/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",creamy and smooth,natural,white,"milky, smooth, sweet","milky, sweet",Romaniae Terrae,,,,,
/woodside-capricorn/,Made from goat's milk,Australia,South Australia,Camembert,"soft, artisan, soft-ripened",25%,smooth and soft-ripened,"creamy, mild, mushroomy","clean, mild",yes,Woodside Cheese Wrights,,,,,
/sartori-limited-edition-family-heirloom-parmesan/,Made from pasteurized cow's milk,United States,Wisconsin,Parmesan,"hard, artisan","crumbly, flaky and grainy",natural,golden yellow,"caramel, fruity, nutty, piquant, sweet","buttery, nutty, woody",yes,Sartori,,,,
/pianoforte/,Made from pasteurized cow's milk,United States,California,"soft, soft-ripened",creamy and soft,natural,pale yellow,"acidic, mushroomy, nutty",pleasant,Andante Dairy,,,,,,
/metronome/,Made from pasteurized cow's and goat's milk,United States,California,"semi-soft, soft-ripened",creamy and firm,natural,pale yellow,"buttery, tart","goaty, grassy, rich",Andante Dairy,,,,,,
/le-marquis-chevre/,Made from goat's milk,France,Rhone Valley,Cheddar,"soft, artisan",soft,natural,ivory,"lemony, tangy",mild,Cheese Slices,,,,,
/monet/,Made from goat's milk,Australia,South Australia,"fresh soft, artisan",22%,creamy and soft,white,"floral, herbaceous","floral, fresh",yes,Woodside Cheese Wrights,,,,,
/organic-mountain/,Made from unpasteurized cow's milk,Austria,Sulzberg,"hard, artisan",45%,firm and smooth,natural,yellow,"mild, smooth",aromatic,Sulzberger Käserebellen Sennerei GmbH,Bio-Bergkäse,,,,
/3-cheese-italian-blend/,Made from pasteurized cow's milk,Italy,Parmesan,"semi-soft, artisan",buttery and creamy,natural,pale yellow,"buttery, nutty, sharp, subtle, tangy","pleasant, rich",yes,Stella,,,,,
/pecorino-dei-malatesta-sotto-cenere/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",smooth,ash coated,white,"smooth, subtle, sweet","fresh, milky",Romaniae Terrae,,,,,
/brie-de-portneuf/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened","buttery, creamy and supple",bloomy,cream,creamy,fruity,La Maison Alexis de Portneuf Inc.,,,,,
/pecorino-di-talamello/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,hard,"compact, crumbly and grainy",washed,white,"earthy, meaty, strong","pungent, rich, strong",no,Romaniae Terrae,,,,
/st-tola-cranberry/,Made from pasteurized or unpasteurized goat's milk,Ireland,"Inagh, Co Clare","fresh soft, artisan",18.2 g/100g,"compact, creamy, smooth and soft",mold ripened,white,"creamy, fruity, full-flavored, sweet","fresh, fruity",no,Inagh Farmhouse Cheese Ltd,,,,
/le-conquerant-camembert/,Made from pasteurized cow's milk,France,"Pays d’Auge, Normandy",Camembert,"soft, artisan",soft-ripened,waxed,white,"fruity, yeasty",rich,no,,,,,
/brise-du-matin/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened",30%,"buttery, creamy, runny, soft and soft-ripened",bloomy,cream,"buttery, mushroomy, nutty, pronounced",fresh,La Maison Alexis de Portneuf Inc.,Légère Brise du Matin,,,
/paesanella-fresco/,Made from pasteurized cow's milk,Australia,Pecorino,"semi-hard, artisan",18.4 g/100g,chewy and firm,rindless,pale yellow,"mild, tangy",mild,yes,Paesanella Cheese Manufacturers,Pecorino Fresco,Fresco Fresh Pecorino style,,
/la-pyramide/,Made from pasteurized goat's milk,Canada,British Columbia,"semi-soft, artisan",dense,ash coated,ivory,"salty, tangy",mild,no,The Farm House Natural Cheeses,,,,,
/fresh-fior-di-latte/,Made from pasteurized cow's milk,Australia,Mozzarella,semi-soft,elastic,rindless,white,"milky, smooth, sweet","fresh, milky, sweet",yes,Paesanella Cheese Manufacturers,,,,,
/smoked-fior-di-latte/,Made from pasteurized cow's milk,Australia,Mozzarella,"semi-soft, brined",elastic,rindless,brownish yellow,"smokey , smooth, tangy",smokey,yes,Paesanella Cheese Manufacturers,,,,,
/caciobarricato/,Made from pasteurized or unpasteurized cow's milk,Italy,Veneto,Pasta filata,semi-soft,"elastic, soft, stringy and supple",natural,ivory,"pronounced, sharp, tangy","clean, mild",no,La Casearia Carpenedo S.r.l.,,,,
/paesanella-caciotta-with-rocket-chilli/,Made from pasteurized cow's milk,Australia,Caciotta,semi-soft,8.1 g/100g,"buttery, chewy and soft",ivory,"herbaceous, mild, milky, spicy","herbal, mild, milky",Paesanella Cheese Manufacturers,,,,,,
/pecorino-di-sogliano/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"hard, artisan",crumbly and grainy,washed,white,"earthy, meaty, strong","pungent, strong",no,Romaniae Terrae,,,,
/yarra-valley-vintage-savourine/,Made from goat's milk,Australia,"Yarra Valley, Victoria","hard, artisan",22.5 g/100g,"crumbly, dense and firm",ash coated,white,"sharp, tangy","fresh, nutty",yes,Yarra Valley Dairy,,,,
/farmer/,"Made from cow's, goat's or sheep's milk",United States,soft,creamy,natural,ivory,creamy,"Farmers' cheese, Farmer's cheese",,,,,,,,
/point-reyes-toma/,Made from pasteurized cow's milk,United States,California,"semi-hard, artisan",buttery and creamy,waxed,ivory,"buttery, creamy",buttery,yes,Point Reyes Farmstead Cheese Co,,,,,
/pecorino-erica/,Made from unpasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",compact and smooth,natural,white,"milky, subtle, sweet","aromatic, floral, strong",Romaniae Terrae,,,,,
/pecorino-foglie-noci/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",crumbly and grainy,leaf wrapped,white,"earthy, milky, nutty, sweet","fresh, nutty",Romaniae Terrae,,,,,
/meredith-goat-cheese-in-extra-virgin-olive-oil/,Made from goat's milk,Australia,Victoria,"fresh soft, artisan",creamy and soft,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",Meredith Dairy,,,,,,,
/pecorino-dei-malatesta-al-sangiovese/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",smooth,natural,white,"acidic, smooth, subtle, sweet",pleasant,Romaniae Terrae,,,,,
/organic-elderflower/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy,natural,yellow,"fruity, mild","floral, pleasant",Sulzberger Käserebellen Sennerei GmbH,Bio-Holunderblütenrebell,,,,
/pecorino-di-vigna/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",smooth and soft,leaf wrapped,straw,"herbaceous, smooth","aromatic, herbal",Romaniae Terrae,,,,,
/pompeii/,Made from cow's milk,Australia,South Australia,"semi-hard, artisan, smear-ripened",45%,"crumbly, soft and supple",washed,cream,"herbaceous, sweet",herbal,yes,Woodside Cheese Wrights,,,,
/la-bonaparte/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened",28%,"creamy, soft, soft-ripened and supple",bloomy,cream,"creamy, mild, milky","fresh, mild",La Maison Alexis de Portneuf Inc.,,,,
/pecorino-pepato/,Made from pasteurized sheep's milk,Italy,Sardegna,"semi-firm, artisan",creamy and flaky,natural,ivory,"spicy, tangy",spicy,"Pepato, Pecorino Pepato Mitica® Aged",,,,,,
/big-woods-blue/,Made from pasteurized sheep's milk,United States,Minnesota,Blue,"semi-hard, blue-veined",firm,natural,ivory,"full-flavored, sharp, spicy, tangy","pronounced, sweet",yes,Shepherd's Way Farms,,,,
/st-pat/,Made from pasteurized cow's milk,United States,California,"semi-soft, artisan",creamy and soft,bloomy,pale yellow,"full-flavored, mellow","rich, smokey",yes,Cowgirl Creamery,,,,,
/pierce-pt/,Made from pasteurized cow's milk,United States,California,"soft, artisan",soft,bloomy,pale yellow,"savory, tangy","floral, herbal",yes,Cowgirl Creamery,Pierce Point,,,,
/dolomitico/,Made from pasteurized cow's milk,Italy,Veneto,Blue,"semi-hard, blue-veined","crumbly, dense and firm",natural,pale yellow,"pronounced, strong",pungent,no,La Casearia Carpenedo S.r.l.,Dolomitico alla Birra,,,
/salemville-amish-blue/,Made from cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",creamy and crumbly,ivory,"creamy, earthy","earthy, rich","DCI Cheese Company, Inc",Salemville Reserve,,,,,
/organic-pepper/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and smooth",natural,golden yellow,"sharp, spicy","spicy, strong",Sulzberger Käserebellen Sennerei GmbH,Bio-Pfefferkäse,,,,
/bleu-lermite/,Made from pasteurized cow's milk,Canada,Quebec,Blue,"semi-soft, artisan, blue-veined",creamy and crumbly,natural,cream,"mushroomy, nutty, salty, sharp",fermented,no,Abbey de Saint-Benoit-du-lac,"Ermite (L'), Bleu Ermite, Blue Hermit",,,
/st-tola-greek-style/,Made from pasteurized goat's milk,Ireland,Co Clare,Feta,"firm, brined",smooth,rindless,white,"creamy, salty",goaty,Inagh Farmhouse Cheese Ltd,,,,,
/peau-rouge/,Made from pasteurized cow's milk,Canada,Quebec,hard,25%,crumbly and firm,washed,pale yellow,"caramel, nutty, woody",strong,Les Dépendances,,,,,
/organic-mountain-climber/,Made from unpasteurized cow's milk,Austria,Sulzberg,"hard, artisan",50%,"crumbly, open and smooth",natural,yellow,"sharp, spicy",strong,Sulzberger Käserebellen Sennerei GmbH,Bio-Bergsteigerkäse,,,,
/yarra-valley-yering/,Made from cow's milk,Australia,"Yarra Valley, Victoria",Camembert,"soft, artisan",21.6 g/100g,creamy and soft,ivory,sweet,"buttery, mushroom",yes,Yarra Valley Dairy,,,,
/organic-farm/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,creamy and smooth,natural,yellow,"creamy, smooth",Sulzberger Käserebellen Sennerei GmbH,Bio-Scheunenkäse,,,,,
/basajo/,Made from unpasteurized sheep's milk,Italy,Veneto,Blue,"semi-soft, blue-veined",creamy,natural,cream,"sharp, sweet, tangy","pronounced, rich",no,La Casearia Carpenedo S.r.l.,,,,
/bufala-soldier/,"Made from pasteurized cow's, goat's and water buffalo's milk",United States,Colorado,Camembert,"soft, artisan, soft-ripened",buttery and creamy,bloomy,pale yellow,"acidic, buttery, creamy, earthy, sweet",rich,yes,Haystack Mountain Goat Dairy,,,,
/organic-chili/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and smooth",natural,yellow,spicy,strong,Sulzberger Käserebellen Sennerei GmbH,Bio-Chilikäse,,,,
/fox-hill-gouda/,Made from pasteurized cow's milk,Canada,Nova Scotia,Gouda,"semi-hard, artisan","compact, elastic and firm",rindless,pale yellow,"creamy, mild, nutty, sharp, spicy","buttery, milky, nutty",Fox Hill Cheese House,Fox Hill smoke flavoured Gouda,,,,
/boivin-medium-cheddar/,Made from pasteurized cow's milk,Canada,Quebec,Cheddar,semi-hard,firm and smooth,rindless,pale yellow,"acidic, buttery",La Fromagerie Boivin,,,,,,
/ubriaco-di-raboso/,Made from pasteurized or unpasteurized cow's milk,Italy,Veneto,semi-hard,firm and open,washed,pale yellow,"fruity, full-flavored, subtle","mild, pleasant",no,La Casearia Carpenedo S.r.l.,,,,,
/salemville-amish-gorgonzola/,Made from cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",creamy and crumbly,ivory,"creamy, earthy, piquant","earthy, rich","DCI Cheese Company, Inc",,,,,,
/comox-brie/,Made from pasteurized cow's milk,Canada,British Columbia,Brie,"soft, soft-ripened",26%,"buttery, creamy, runny, soft and soft-ripened",bloomy,ivory,"buttery, creamy","mushroom, pungent",Natural Pastures Cheese Company,,,,
/organic-flower-meadow/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",48%,creamy,natural,golden yellow,"floral, grassy, herbaceous, mild","aromatic, herbal",Sulzberger Käserebellen Sennerei GmbH,Bio-Wiesenkäse,,,,
